0	0	116.43
0	1	70.352
0	2	32.892
0	3	52.6009
0	4	125.425
0	5	100.867
0	6	82.0055
0	7	109.519
0	8	30.1
0	9	135.326
0	10	66.4179
0	11	57.9126
0	12	154.619
0	13	129.272
1	0	92.2445
1	1	24.9144
1	2	86.1701
1	3	66.5781
1	4	33.5838
1	5	88.5088
1	6	64.5577
1	7	106.354
1	8	33.971
1	9	115.247
1	10	41.9844
1	11	26.0
1	12	83.5
1	13	151.198
2	0	71.2309
2	1	30.5
2	2	20.2629
2	3	43.3065
2	4	50.1636
2	5	82.3319
2	6	60.5013
2	7	36.3112
2	8	24.1626
2	9	99.1539
2	10	51.6686
2	11	33.3079
2	12	184.879
2	13	70.5
3	0	104.007
3	1	58.8159
3	2	103.35
3	3	86.4715
3	4	119.188
3	5	75.8534
3	6	5.5
3	7	75.7645
3	8	105.401
3	9	87.3823
3	10	32.2
3	11	94.2118
3	12	116.853
3	13	109.31
4	0	151.159
4	1	102.214
4	2	133.34
4	3	103.15
4	4	48.1098
4	5	32.0903
4	6	41.6661
4	7	68.3699
4	8	91.9144
4	9	82.737
4	10	38.4808
4	11	41.5787
4	12	236.143
4	13	171.997
5	0	120.915
5	1	152.131
5	2	80.2889
5	3	49.443
5	4	56.0682
5	5	61.9623
5	6	84.4999
5	7	142.121
5	8	56.0604
5	9	40.5286
5	10	88.6125
5	11	37.1
5	12	62.4982
5	13	122.493
6	0	58.5727
6	1	81.2049
6	2	82.4602
6	3	108.254
6	4	123.434
6	5	103.817
6	6	48.5914
6	7	119.359
6	8	72.2112
6	9	159.969
6	10	88.4186
6	11	53.2228
6	12	113.251
6	13	207.621
7	0	112.207
7	1	47.7531
7	2	106.616
7	3	19.0417
7	4	115.344
7	5	50.2187
7	6	72.499
7	7	48.8589
7	8	78.9137
7	9	20.6329
7	10	63.0462
7	11	94.435
7	12	218.823
7	13	236.558
8	0	92.2229
8	1	134.663
8	2	30.5
8	3	27.0
8	4	156.162
8	5	124.498
8	6	65.1624
8	7	85.4738
8	8	38.4793
8	9	31.5574
8	10	57.9814
8	11	125.124
8	12	243.392
8	13	176.013
9	0	35.8553
9	1	72.8131
9	2	65.4332
9	3	175.245
9	4	136.923
9	5	46.4856
9	6	106.962
9	7	120.857
9	8	75.9406
9	9	30.2
9	10	40.2282
9	11	60.8921
9	12	191.751
9	13	167.945
