0	0	112.674
0	1	67.6666
0	2	33.5471
0	3	50.1166
0	4	121.405
0	5	97.4917
0	6	42.5
0	7	105.866
0	8	29.1218
0	9	130.835
0	10	63.7892
0	11	55.5065
0	12	173.223
0	13	144.857
1	0	88.8112
1	1	29.5
1	2	83.306
1	3	63.838
1	4	32.9812
1	5	85.5795
1	6	106.5
1	7	102.807
1	8	32.6611
1	9	111.62
1	10	39.8387
1	11	27.5
1	12	88.7371
1	13	173.507
2	0	68.4342
2	1	30.6408
2	2	24.5
2	3	42.1281
2	4	47.7746
2	5	79.3924
2	6	62.8144
2	7	35.8173
2	8	28.5
2	9	96.0012
2	10	49.3351
2	11	32.6748
2	12	58.5
2	13	77.5
3	0	100.338
3	1	57.7653
3	2	100.173
3	3	83.2144
3	4	115.311
3	5	72.9426
3	6	68.294
3	7	72.9402
3	8	101.869
3	9	84.3899
3	10	31.0869
3	11	90.8705
3	12	130.791
3	13	123.023
4	0	146.241
4	1	98.3848
4	2	129.35
4	3	99.8903
4	4	46.3422
4	5	32.2736
4	6	5.5
4	7	65.6441
4	8	88.8436
4	9	79.7341
4	10	37.3859
4	11	39.8603
4	12	65.5
4	13	220.792
5	0	117.236
5	1	147.068
5	2	77.2683
5	3	49.7894
5	4	53.698
5	5	59.5493
5	6	48.5
5	7	137.477
5	8	53.5287
5	9	39.9724
5	10	85.3155
5	11	36.0249
5	12	81.7659
5	13	137.191
6	0	57.6023
6	1	78.1752
6	2	79.3452
6	3	104.702
6	4	119.483
6	5	100.261
6	6	28.5
6	7	115.636
6	8	69.4417
6	9	154.821
6	10	85.4737
6	11	50.7076
6	12	126.458
6	13	234.856
7	0	108.564
7	1	46.8599
7	2	103.226
7	3	22.5
7	4	111.369
7	5	47.9472
7	6	54.2314
7	7	46.57
7	8	76.2097
7	9	23.5
7	10	60.4679
7	11	90.8937
7	12	64.5
7	13	54.5
8	0	89.0395
8	1	130.185
8	2	18.5
8	3	27.5
8	4	151.651
8	5	120.501
8	6	46.5
8	7	82.5085
8	8	37.2819
8	9	32.4572
8	10	55.5777
8	11	121.013
8	12	61.5
8	13	53.5
9	0	34.2362
9	1	70.1039
9	2	62.919
9	3	170.014
9	4	132.636
9	5	44.1396
9	6	55.5
9	7	116.701
9	8	72.9294
9	9	29.5
9	10	38.5752
9	11	58.3205
9	12	58.5
9	13	188.851
