0	0	93.0916
0	1	55.8953
0	2	17.9802
0	3	41.3938
0	4	100.144
0	5	80.4797
0	6	37.7416
0	7	87.2302
0	8	25.5
0	9	107.939
0	10	52.7904
0	11	46.0648
0	12	105.636
0	13	88.6586
1	0	73.5264
1	1	24.5
1	2	68.4441
1	3	52.9871
1	4	16.5
1	5	70.4943
1	6	66.5
1	7	84.7056
1	8	28.5
1	9	91.6736
1	10	33.548
1	11	23.5
1	12	224.231
1	13	102.087
2	0	56.4014
2	1	25.5
2	2	20.5
2	3	36.322
2	4	40.4987
2	5	65.7397
2	6	22.5
2	7	30.5
2	8	23.5
2	9	78.9643
2	10	40.8948
2	11	16.5
2	12	125.502
2	13	230.018
3	0	82.6329
3	1	48.3681
3	2	82.1994
3	3	68.5888
3	4	95.01
3	5	60.2603
3	6	61.7721
3	7	60.3458
3	8	84.1323
3	9	69.7922
3	10	26.5
3	11	75.1898
3	12	80.028
3	13	74.651
4	0	120.701
4	1	81.2431
4	2	106.428
4	3	82.0577
4	4	38.2229
4	5	17.9456
4	6	21.5
4	7	54.2629
4	8	73.254
4	9	66.0209
4	10	31.0751
4	11	33.3254
4	12	181.286
4	13	117.208
5	0	96.2152
5	1	121.292
5	2	63.7667
5	3	40.6966
5	4	44.1678
5	5	49.0985
5	6	94.5
5	7	113.579
5	8	44.468
5	9	33.5858
5	10	70.7279
5	11	18.5
5	12	198.12
5	13	83.9229
6	0	48.3703
6	1	64.413
6	2	65.5857
6	3	86.4875
6	4	98.5635
6	5	82.8602
6	6	24.5
6	7	95.3201
6	8	57.6058
6	9	130.42
6	10	70.1149
6	11	41.9269
6	12	77.8328
6	13	156.5
7	0	89.5267
7	1	39.0833
7	2	85.095
7	3	19.5
7	4	92.1015
7	5	39.8151
7	6	78.4981
7	7	39.3863
7	8	62.6644
7	9	19.5
7	10	50.0476
7	11	75.2259
7	12	149.179
7	13	161.984
8	0	73.5401
8	1	107.629
8	2	14.5
8	3	23.5
8	4	124.507
8	5	98.4026
8	6	13.5
8	7	68.1272
8	8	31.5
8	9	17.6393
8	10	45.7989
8	11	99.8538
8	12	165.004
8	13	119.653
9	0	19.1064
9	1	57.941
9	2	51.9554
9	3	140.37
9	4	109.442
9	5	36.8438
9	6	36.5
9	7	96.3441
9	8	60.4929
9	9	25.5
9	10	32.2628
9	11	48.2178
9	12	131.109
9	13	115.367
