0	0	10.8762
0	1	10.941
0	2	13.0725
0	3	11.5551
0	4	10.7865
0	5	10.8605
0	6	104.569
0	7	9.5
0	8	14.8353
0	9	11.6555
0	10	11.191
0	11	10.8546
0	12	351.949
0	13	354.333
1	0	11.141
1	1	7.5
1	2	11.917
1	3	11.0998
1	4	12.9394
1	5	11.7341
1	6	96.5643
1	7	11.9361
1	8	14.2317
1	9	12.0569
1	10	14.6051
1	11	13.7145
1	12	359.5
1	13	359.377
2	0	11.0606
2	1	13.1005
2	2	13.543
2	3	10.6959
2	4	10.7461
2	5	11.2066
2	6	53.4702
2	7	15.3943
2	8	9.5
2	9	12.7223
2	10	11.7506
2	11	17.4772
2	12	387.5
2	13	358.275
3	0	10.9645
3	1	11.1939
3	2	10.7645
3	3	10.8984
3	4	11.0976
3	5	11.1599
3	6	61.4404
3	7	11.8928
3	8	10.7703
3	9	10.8958
3	10	13.0219
3	11	11.9849
3	12	318.909
3	13	351.264
4	0	10.9856
4	1	11.1198
4	2	10.9577
4	3	11.5906
4	4	11.2298
4	5	14.6966
4	6	73.0791
4	7	8.5
4	8	9.5
4	9	11.1457
4	10	12.6106
4	11	11.7328
4	12	358.5
4	13	353.871
5	0	10.6928
5	1	10.1441
5	2	11.2647
5	3	10.6264
5	4	10.8729
5	5	11.1335
5	6	29.3739
5	7	10.6418
5	8	9.5
5	9	10.7141
5	10	10.9039
5	11	15.1407
5	12	356.17
5	13	352.457
6	0	10.6241
6	1	10.7697
6	2	11.2918
6	3	10.8662
6	4	11.0232
6	5	11.2864
6	6	50.0423
6	7	10.7996
6	8	11.3767
6	9	240.5
6	10	10.1998
6	11	10.801
6	12	355.499
6	13	411.07
7	0	11.0166
7	1	10.6519
7	2	12.297
7	3	13.8822
7	4	10.5877
7	5	11.0079
7	6	110.496
7	7	8.5
7	8	8.5
7	9	12.8177
7	10	10.9906
7	11	11.0002
7	12	414.5
7	13	357.056
8	0	10.2379
8	1	10.881
8	2	12.6518
8	3	13.3652
8	4	11.5584
8	5	10.8958
8	6	48.7977
8	7	10.9771
8	8	14.5545
8	9	15.103
8	10	14.2948
8	11	10.7836
8	12	361.21
8	13	386.328
9	0	13.8403
9	1	12.5619
9	2	11.3459
9	3	10.9639
9	4	10.6953
9	5	11.1725
9	6	118.844
9	7	11.0224
9	8	9.5
9	9	12.5195
9	10	14.8191
9	11	11.5274
9	12	364.033
9	13	381.483
