0	0	10.9918
0	1	10.8434
0	2	13.1243
0	3	11.3254
0	4	10.8693
0	5	10.7954
0	6	140.061
0	7	9.5
0	8	14.8173
0	9	11.6007
0	10	11.116
0	11	10.9525
0	12	363.5
0	13	367.5
1	0	11.0417
1	1	7.5
1	2	11.6798
1	3	11.2684
1	4	12.8498
1	5	11.3842
1	6	129.92
1	7	12.0253
1	8	14.3137
1	9	12.0342
1	10	14.547
1	11	13.7274
1	12	364.5
1	13	360.22
2	0	11.2254
2	1	12.8852
2	2	13.586
2	3	10.5736
2	4	10.9714
2	5	11.1832
2	6	64.1352
2	7	15.3048
2	8	9.5
2	9	12.7892
2	10	11.7395
2	11	17.4418
2	12	393.501
2	13	352.676
3	0	11.1072
3	1	10.9501
3	2	10.7102
3	3	10.8625
3	4	10.9969
3	5	10.9998
3	6	81.3113
3	7	11.8697
3	8	10.8774
3	9	10.9794
3	10	13.0008
3	11	11.883
3	12	354.5
3	13	358.147
4	0	10.8745
4	1	11.0625
4	2	10.9097
4	3	11.5799
4	4	11.3995
4	5	14.7027
4	6	97.3923
4	7	8.5
4	8	9.5
4	9	10.9179
4	10	12.5449
4	11	11.6771
4	12	355.5
4	13	354.184
5	0	10.8217
5	1	10.3413
5	2	11.018
5	3	10.6251
5	4	11.0364
5	5	11.0308
5	6	42.3069
5	7	10.5719
5	8	9.5
5	9	10.8388
5	10	11.0127
5	11	15.1885
5	12	357.847
5	13	359.489
6	0	10.3315
6	1	11.0089
6	2	11.3911
6	3	10.8014
6	4	10.7991
6	5	11.0466
6	6	66.1472
6	7	10.7662
6	8	11.1662
6	9	136.5
6	10	10.3977
6	11	10.8328
6	12	354.5
6	13	411.5
7	0	10.893
7	1	10.3423
7	2	12.2273
7	3	13.9629
7	4	10.4446
7	5	10.9135
7	6	149.21
7	7	8.5
7	8	8.5
7	9	12.822
7	10	11.1854
7	11	10.9556
7	12	430.785
7	13	359.928
8	0	10.2031
8	1	11.0648
8	2	12.7757
8	3	13.0745
8	4	11.6694
8	5	11.0151
8	6	64.4758
8	7	10.872
8	8	14.4911
8	9	15.0741
8	10	14.2418
8	11	10.9709
8	12	363.001
8	13	441.587
9	0	13.6428
9	1	12.5985
9	2	11.4506
9	3	10.7202
9	4	10.4654
9	5	10.9695
9	6	159.81
9	7	11.0068
9	8	9.5
9	9	12.336
9	10	14.9009
9	11	11.5415
9	12	368.5
9	13	429.5
